duration_mcts_v2,total_time
0.17296814918518066,7.15278462082148
0.17112159729003906,7.15278462082148
0.1875929832458496,7.15278462082148
0.16637468338012695,7.17894005395764
0.1656045913696289,7.2278506529255075
0.1642599105834961,7.15278462082148
0.19824838638305664,7.17894005395764
0.1678762435913086,7.15278462082148
0.16769123077392578,7.15278462082148
0.16599249839782715,7.15278462082148
0.1661090850830078,7.15278462082148
0.16725397109985352,7.15278462082148
0.1769850254058838,7.207888997228356
0.1940159797668457,7.15278462082148
0.16946125030517578,7.15278462082148
0.17003655433654785,7.2278506529255075
0.16911530494689941,7.17894005395764
0.16791152954101562,7.17894005395764
0.17069745063781738,7.17894005395764
0.1666271686553955,7.17894005395764
0.16726946830749512,7.17894005395764
0.16411042213439941,7.17894005395764
0.16649818420410156,7.174719741488795
0.16630196571350098,7.15278462082148
0.16622495651245117,7.17894005395764
0.1649787425994873,7.15278462082148
0.1663370132446289,7.15278462082148
0.16591596603393555,7.174719741488795
0.1662900447845459,7.15278462082148
0.16769886016845703,7.174719741488795
0.16633129119873047,7.17894005395764
0.1676771640777588,7.17894005395764
0.16961979866027832,7.15278462082148
0.169769287109375,7.2278506529255075
0.1669921875,7.17894005395764
0.16837477684020996,7.15278462082148
0.1686873435974121,7.174719741488795
0.170182466506958,7.17894005395764
0.17081713676452637,7.2278506529255075
0.16706275939941406,7.15278462082148
0.16856598854064941,7.15278462082148
0.16621088981628418,7.15278462082148
0.16632509231567383,7.15278462082148
0.16461443901062012,7.174719741488795
0.16638445854187012,7.15278462082148
0.16758465766906738,7.15278462082148
0.1696310043334961,7.17894005395764
0.16914987564086914,7.174719741488795
0.16820311546325684,7.174719741488795
0.16707921028137207,7.15278462082148
0.16826915740966797,7.15278462082148
0.16626954078674316,7.15278462082148
0.16990065574645996,7.17894005395764
0.16868257522583008,7.174719741488795
0.16846609115600586,7.17894005395764
0.1663646697998047,7.2278506529255075
0.16795587539672852,7.17894005395764
0.16940593719482422,7.207888997228356
0.20105910301208496,7.15278462082148
0.16502666473388672,7.17894005395764
0.16815781593322754,7.2278506529255075
0.16458845138549805,7.15278462082148
0.1667642593383789,7.15278462082148
0.16533303260803223,7.17894005395764
0.17620134353637695,7.17894005395764
0.16793537139892578,7.17894005395764
0.16652274131774902,7.17894005395764
0.16544866561889648,7.17894005395764
0.16608715057373047,7.17894005395764
0.1690990924835205,7.174719741488795
0.16637372970581055,7.207888997228356
0.16769838333129883,7.17894005395764
0.16892576217651367,7.17894005395764
0.16999030113220215,7.2278506529255075
0.17037057876586914,7.207888997228356
0.17375969886779785,7.174719741488795
0.16934752464294434,7.15278462082148
0.16988182067871094,7.15278462082148
0.1865675449371338,7.174719741488795
0.17171478271484375,7.17894005395764
0.16586780548095703,7.17894005395764
0.16531586647033691,7.15278462082148
0.1665651798248291,7.15278462082148
0.1676952838897705,7.15278462082148
0.16889572143554688,7.15278462082148
0.16704678535461426,7.174719741488795
0.16865324974060059,7.15278462082148
0.16871309280395508,7.17894005395764
0.16480469703674316,7.15278462082148
0.1671309471130371,7.174719741488795
0.16634178161621094,7.174719741488795
0.16793560981750488,7.174719741488795
0.16684603691101074,7.174719741488795
0.16607141494750977,7.15278462082148
0.16705751419067383,7.17894005395764
0.16681766510009766,7.15278462082148
0.16681122779846191,7.15278462082148
0.1669025421142578,7.15278462082148
0.16903424263000488,7.15278462082148
0.16638970375061035,7.174719741488795
