WaypointN,Missiontime,Result
10,33.98802213146616,31.103030920621737
11,34.253430126250905,31.20497796997499
12,35.40264318191346,31.980481056313934
13,41.03419881575562,36.94524149697631
14,41.31679131809121,37.11411290709932
15,42.12594920475585,37.75837090447391
16,45.256516359155576,40.353088599509135
17,45.77302439136425,40.64358266125574
18,46.2572801531747,41.111523393682006
19,46.69079634266632,41.25926930939374
20,47.62798679080981,42.228430923241255

