WaypointN,Missiontime,runtime,navieruntime
2,10.80124988097091,0.0007665157318115234,0.0008094310760498
3,18.774983392501206,0.0057125091552734375,0.0005915164947509
4,19.042096759294452,0.04983210563659668,0.0006494522094726
5,19.2734203251023,0.9517045021057129,0.0007836818695068
6,19.887242087076952,16.885959148406982,0.0008916854858398

