WaypointN,Missiontime,runtime,navieruntime
2,11.62076357473228,0.0007696151733398438,0.0008094310760498
3,20.09063038558916,0.006796598434448242,0.0005915164947509
4,20.70206363105029,0.04720425605773926,0.0006494522094726
5,21.057760307578004,0.7544224262237549,0.0007836818695068
6,21.97075706984172,16.904077291488647,0.0008916854858398
