WaypointN,Missiontime,Result
10,33.98802213146616,31.111223704375536
11,34.253430126250905,31.204371839642697
12,35.40264318191346,32.062446192193995
13,41.03419881575562,36.976721823943556
14,41.31679131809121,36.90947198206116
15,42.12594920475585,37.69720982633509
16,45.256516359155576,40.26583220797547
17,45.77302439136425,40.46381571860896
18,46.2572801531747,40.973304648027295
19,46.69079634266632,41.48799334870248
20,47.62798679080981,42.01986171149183
