DFS_runtime,mission_time
13.033117055892944,22.21360502596048
13.07510757446289,22.21360502596048
13.308753728866577,22.21360502596048
13.459311246871948,22.21360502596048
12.374723434448242,22.21360502596048
13.520173788070679,22.21360502596048
12.36507511138916,22.21360502596048
13.498223543167114,22.21360502596048
12.33230471611023,22.21360502596048
13.486695766448975,22.21360502596048
12.383523941040039,22.21360502596048
13.371893644332886,22.21360502596048
12.252398014068604,22.21360502596048
13.147164106369019,22.21360502596048
13.219584941864014,22.21360502596048
13.45112156867981,22.21360502596048
13.752120971679688,22.21360502596048
12.54285478591919,22.21360502596048
12.373200178146362,22.21360502596048
13.621222972869873,22.21360502596048
12.465105772018433,22.21360502596048
13.456687211990356,22.21360502596048
12.366437435150146,22.21360502596048
13.431021451950073,22.21360502596048
12.383873462677002,22.21360502596048
13.444567918777466,22.21360502596048
12.358033657073975,22.21360502596048
13.4857337474823,22.21360502596048
13.794078588485718,22.21360502596048
12.655970811843872,22.21360502596048
12.42414379119873,22.21360502596048
13.579361915588379,22.21360502596048
12.40421175956726,22.21360502596048
13.545426607131958,22.21360502596048
12.374650001525879,22.21360502596048
13.74437689781189,22.21360502596048
12.562650918960571,22.21360502596048
13.540062427520752,22.21360502596048
12.335575342178345,22.21360502596048
13.430228233337402,22.21360502596048
12.350571155548096,22.21360502596048
13.294832706451416,22.21360502596048
13.521745204925537,22.21360502596048
12.28688931465149,22.21360502596048
13.27709150314331,22.21360502596048
13.47032380104065,22.21360502596048
13.76360034942627,22.21360502596048
12.419707298278809,22.21360502596048
13.357802391052246,22.21360502596048
13.62593412399292,22.21360502596048
12.40485405921936,22.21360502596048
13.571870803833008,22.21360502596048
12.383674621582031,22.21360502596048
13.546075582504272,22.21360502596048
12.33927297592163,22.21360502596048
13.559901475906372,22.21360502596048
12.39771294593811,22.21360502596048
13.59162187576294,22.21360502596048
12.360478639602661,22.21360502596048
13.560742855072021,22.21360502596048
12.379915237426758,22.21360502596048
13.544053554534912,22.21360502596048
12.338246583938599,22.21360502596048
13.489996433258057,22.21360502596048
13.739012479782104,22.21360502596048
12.663462400436401,22.21360502596048
12.392478704452515,22.21360502596048
13.5948007106781,22.21360502596048
12.447152853012085,22.21360502596048
13.577553272247314,22.21360502596048
12.41055703163147,22.21360502596048
13.428259134292603,22.21360502596048
12.331599712371826,22.21360502596048
13.430301904678345,22.21360502596048
12.302925825119019,22.21360502596048
13.449535369873047,22.21360502596048
12.274003267288208,22.21360502596048
13.304510116577148,22.21360502596048
12.123165607452393,22.21360502596048
13.07215690612793,22.21360502596048
13.241977214813232,22.21360502596048
13.39369249343872,22.21360502596048
13.745405673980713,22.21360502596048
12.584112405776978,22.21360502596048
12.42912483215332,22.21360502596048
13.460691690444946,22.21360502596048
12.324473142623901,22.21360502596048
13.431580305099487,22.21360502596048
12.316792964935303,22.21360502596048
13.456219911575317,22.21360502596048
12.331096887588501,22.21360502596048
13.490472078323364,22.21360502596048
12.271674871444702,22.21360502596048
13.387590408325195,22.21360502596048
13.70490837097168,22.21360502596048
12.579683065414429,22.21360502596048
12.361937522888184,22.21360502596048
13.522374153137207,22.21360502596048
12.354286909103394,22.21360502596048
13.545039653778076,22.21360502596048
